epoch;loss;train_acc;train_auprc;train_auroc;train_minpse;train_prec0;train_prec1;train_rec0;train_rec1;val_acc;val_auprc;val_auroc;val_loss;val_minpse;val_prec0;val_prec1;val_rec0;val_rec1
21;0.12017541559698293;0.955125;0.385358992751058;0.9173689941250802;0.42780748663101603;0.9649987;0.5403226;0.98878837;0.26871657;0.96;0.43312872136946956;0.9204848385689354;0.10706565948738717;0.425;0.96899027;0.6020408;0.98979056;0.32777777
22;0.11729827534267678;0.959375;0.40844498861806355;0.9184585403635512;0.45821325648414984;0.9638585;0.6069652;0.99483895;0.17604618;0.96075;0.41642122260389325;0.9317787582253898;0.11373894574434962;0.4594594594594595;0.965443;0.59;0.9946531;0.17771085
23;0.11554518149740761;0.9569375;0.3475250669285747;0.9218931515266525;0.3939393939393939;0.9616016;0.5120482;0.9947083;0.12265512;0.9535;0.38215141997176977;0.9158327651731337;0.12059126048046165;0.42297650130548303;0.95652175;0.5846154;0.9964553;0.09921671
24;0.11766102517885156;0.9565625;0.4367581226489339;0.9326516804178429;0.43535620052770446;0.9617802;0.62650603;0.99389845;0.20580475;0.957125;0.489058378824495;0.9330532971342882;0.10596175851300359;0.48031496062992124;0.9614409;0.6637931;0.9948812;0.20209974
25;0.11978255833347794;0.9549375;0.38619606884283825;0.9223765430463061;0.42452830188679247;0.95988613;0.5538462;0.9942981;0.14555256;0.961;0.4046888043533875;0.9209003462991247;0.1214671387290582;0.4491017964071856;0.9646286;0.61904764;0.99582684;0.15662651
26;0.11687326955408207;0.9603125;0.4379681979259557;0.9273393489229618;0.4483240223463687;0.96709394;0.62695926;0.9922141;0.2793296;0.960875;0.43709756431618985;0.9321143791804188;0.11821568269579438;0.45671641791044776;0.9689972;0.56790125;0.99086756;0.27462685
27;0.11730280066013801;0.956375;0.3933385895479789;0.9190823036300246;0.42162162162162165;0.96288294;0.5714286;0.9925314;0.20652173;0.95875;0.3982788482188536;0.9229814433428106;0.1092603705393849;0.40625;0.9647298;0.55932206;0.99320793;0.19186047
28;0.11607372192468028;0.958875;0.39796349656742874;0.9216026172854593;0.42158273381294964;0.963542;0.5920398;0.99464226;0.17122301;0.955375;0.4579702228281799;0.9249075972099643;0.10772041078010806;0.48586118251928023;0.9598124;0.64285713;0.9947444;0.18508998
29;0.12136044991295784;0.95925;0.41614205242638186;0.9323149443186608;0.4347202295552367;0.96509266;0.58196723;0.9933368;0.20520231;0.958875;0.44185680550680484;0.9246314660756951;0.10765958027518355;0.45901639344262296;0.96451735;0.63503647;0.99345034;0.23770492
30;0.11660932988359127;0.9575625;0.4624755735159412;0.9307774601920022;0.4843110504774898;0.96170884;0.63;0.9951536;0.17236662;0.955625;0.42218748402729006;0.9295827282065814;0.11672326755011454;0.44054054054054054;0.9595704;0.5882353;0.9954128;0.13513513
31;0.11898584979143925;0.9583125;0.44282026855917644;0.9325263941584632;0.49864864864864866;0.9674031;0.5896104;0.9896488;0.3084239;0.960125;0.45231991575777597;0.9308694014060376;0.10592652049951722;0.4903047091412742;0.96899027;0.60714287;0.98992014;0.32963988
32;0.11873101379926083;0.95675;0.33423167663078057;0.9185816793638065;0.3916786226685796;0.9599799;0.4814815;0.9963427;0.075581394;0.957375;0.4075307979401831;0.9209551616734588;0.11829411596932914;0.4171270718232044;0.9603785;0.64;0.996465;0.13259669
33;0.11534092217311263;0.958;0.39064364273985214;0.9242458624338482;0.42097488921713444;0.95884746;0.5714286;0.99902105;0.029542098;0.9585;0.40761955242171893;0.9164064705001272;0.11404361365386285;0.4424778761061947;0.959153;0.68421054;0.9992168;0.038348082
34;0.11637768286903157;0.9600625;0.463259121416491;0.9298233284238501;0.47759103641456585;0.9684083;0.60055095;0.9905154;0.30617976;0.96;0.4789687519660299;0.9210309367887781;0.1126860074098222;0.4765625;0.96649617;0.67777777;0.99238443;0.31770834
35;0.11974618001529598;0.9564375;0.40964122171505424;0.9269969926496144;0.4605809128630705;0.9641538;0.5442177;0.99122864;0.22130014;0.956625;0.4517874843869763;0.9294462950819673;0.10797953463112936;0.4666666666666667;0.96368504;0.59210527;0.99186885;0.24
36;0.11866987505054567;0.9543125;0.38486648363536086;0.9220900069567146;0.40939597315436244;0.9579472;0.53956836;0.9958055;0.10107817;0.957125;0.4662898824695606;0.920573326563874;0.1075781447920017;0.4776902887139108;0.9598586;0.67948717;0.99672306;0.14285715
37;0.12133815853024134;0.954625;0.42764679112277476;0.9204890218388251;0.44986449864498645;0.95471036;0.85714287;0.999869;0.016304348;0.956875;0.38119277616817154;0.915300813658958;0.11744819574221037;0.40173410404624277;0.9570982;0.6;0.9997387;0.00867052
38;0.11549226517695933;0.9590625;0.395713477065172;0.9238514292263296;0.4314574314574315;0.9632181;0.5875706;0.9952331;0.1516035;0.957375;0.39584742599954637;0.9208925235050457;0.11560993204487022;0.4418604651162791;0.96468496;0.5078125;0.99177223;0.18950437
39;0.11338493105192901;0.9558125;0.42341049571963335;0.9277328524590164;0.4706666666666667;0.9651974;0.55826557;0.98931146;0.27466667;0.961125;0.4527223375466963;0.9323226078943327;0.10908031629677863;0.4852941176470588;0.9705468;0.57591623;0.9894256;0.32352942
40;0.11779642508795951;0.95525;0.4426996099183303;0.931285542497569;0.46608040201005024;0.9631808;0.60674155;0.9907943;0.27272728;0.957;0.402565469667326;0.9108420523200851;0.11597920881642494;0.4486486486486487;0.9660151;0.54913294;0.98978925;0.2631579
41;0.1188851522768382;0.9569375;0.3749604015822166;0.9198240084993348;0.41770401106500693;0.9692159;0.52272725;0.98626643;0.32440057;0.958;0.4041106882773245;0.927962352343654;0.11609151531779208;0.4438356164383562;0.96795285;0.5678392;0.988739;0.31129476
42;0.1243916380975279;0.959625;0.43148731672860197;0.9274561639505979;0.43532684283727396;0.96457595;0.6451613;0.9942416;0.22284123;0.95675;0.4436356316873692;0.9269203934426229;0.11705857202247716;0.4787234042553192;0.9629818;0.60431653;0.9927869;0.224
43;0.11473152927326737;0.9566875;0.420759340120337;0.9252852112489931;0.45006839945280436;0.9656274;0.5545977;0.98984873;0.26402187;0.9615;0.4670616009187086;0.9360234028124954;0.1061593082685722;0.5102040816326531;0.9697047;0.59887004;0.9907274;0.3090379
44;0.12032002333190758;0.958;0.3795259802939265;0.9150112277606105;0.423728813559322;0.9645399;0.5681818;0.9925451;0.21186441;0.957;0.4380065989254067;0.9183908654213631;0.11380204526160378;0.4733893557422969;0.964613;0.5416667;0.9913658;0.21910113
45;0.12104604821276735;0.9565;0.40710600129203384;0.917514668382394;0.4484240687679083;0.95649457;1.0;1.0;0.0028653296;0.958625;0.43663289072870537;0.9368883790392442;0.11209954599081538;0.44744744744744747;0.9587397;0.5;0.9998696;0.003021148
46;0.11426768662396353;0.9581875;0.41165328691221803;0.9297109051634239;0.4364406779661017;0.96698385;0.5542522;0.99006146;0.26770538;0.95925;0.38983627131254966;0.9128234361886111;0.11814928214927203;0.4207492795389049;0.96861446;0.50617284;0.98957247;0.25
47;0.11497852741699899;0.9596875;0.4319587461375707;0.9268906763097737;0.4472573839662447;0.9651887;0.624031;0.9936564;0.22708039;0.956125;0.4142616537011661;0.9234518791399525;0.11258613180590328;0.43513513513513513;0.9618069;0.57983196;0.99344695;0.18648648
48;0.11440939062042162;0.957875;0.37719468707954107;0.919702693661758;0.4319775596072931;0.96008295;0.57608694;0.997453;0.07703488;0.957625;0.41998308454989397;0.9193402660397221;0.121913941331557;0.44266666666666665;0.95943564;0.7258065;0.9977728;0.12261581
49;0.11962781029689358;0.957625;0.4078959560484553;0.9236669288516763;0.43586206896551727;0.9665836;0.55587393;0.98985803;0.27057183;0.9615;0.4711331603164936;0.9271601226973845;0.11271193397825117;0.47513812154696133;0.9683148;0.65317917;0.9921456;0.3130194
